user_id,day_id,affect,intensity
5728,926,-0.02615403073833,1.24477261777167
5728,927,0.51223420558333,-1.24714540196667
5728,928,-0.29990143998425,0.60402366441726
5728,929,0,0
5728,929,0,0
5728,930,-2.68450753338575,-0.98413984444726
5728,930,2.68450753338575,0.98413984444726
5728,930,0,0
5728,931,0,0
5728,931,0,0
5728,932,0,0
5728,932,0,0
5728,933,0,0
5728,933,0,0
5728,934,0,0
5728,934,0,0
5728,935,0,0
5728,935,0,0
5728,936,-0.71263458913575,0.52714174896774
9204,939,0.22862207414917,0.175141957855
9204,940,-0.04801979475167,-0.67297228020667
9204,941,-0.12129167610833,1.19236222225334
9204,942,0.291128755184999,-0.702580521165241
9204,943,-0.304695124606249,0.07739580989795
9204,944,0.14593828321625,-0.10643477422238
9204,945,-0.00865340299222,-0.03688430102256
9204,946,-0.153862662063,0.51760797532904
9204,947,0.05921188993922,0.08816065782452
9204,948,0.114561163242669,0.789078233442
9204,949,-0.469412513259529,-1.98266062513572
9204,950,-0.07003598721071,0.35916532574286
9204,951,0.41793067525357,0.60204234337143
9204,952,0.21215928263,-0.7150105628269
9204,953,-0.24167270704067,0.006334033323
9204,954,0.430580166739841,0.81183632482866
9204,955,-0.82529137475042,-0.58944998308333
9204,956,0.70457735009875,-0.50291489897167
9204,957,-0.1844819840923,0.79429230661727
44263,988,-0.43930939457558,-0.61372654248013
44263,989,0.69080236864558,1.17205616327013
44263,989,-0.69080236864558,-1.17205616327013
44263,990,0.038245496443579,0.23913066608213
44263,990,-0.038245496443579,-0.23913066608213
44263,991,0,0
44263,991,0,0
44263,992,0,0
44263,992,0,0
44263,992,0.35426899211558,0.33597690318513
44263,993,-0.4819133782725,0.14217688752
44263,993,0.12764438615692,-0.47815379070513
44263,993,0,0
44263,994,0.91241058200558,-0.32628009475987
44263,994,-0.91241058200558,0.32628009475987
44263,994,0,0
44263,995,0.26418284953558,-0.88901058497487
44263,995,-0.26418284953558,0.88901058497487
44263,996,0.11615746810058,-0.34574820321154
77873,1506,-0.00472638023,3.44801521401333
77873,1507,-0.062047784173689,-1.79222382653794
77873,1508,0,0
77873,1508,0,0
77873,1509,0.02156530676369,4.09842619750461
77873,1509,-0.02156530676369,-4.09842619750461
77873,1509,0,0
77873,1510,0,0
77873,1510,0,0
77873,1510,0.13853061108369,-1.70310152270539
77873,1511,0.07221480758,1.85371200436
77873,1511,-0.21074541866369,-0.15061048165461
77873,1511,0,0
77873,1512,-0.03675416460203,-0.031437042864909
77873,1512,0.03675416460203,0.031437042864909
77873,1513,0,0
77873,1514,0,0
77873,1515,0,0
77873,1516,0,0
170383,1611,-0.06996600086,0.13672745853
170383,1612,-0.91114200793,0.78491333605
170383,1613,0.84688593013667,1.43482405189333
170383,1614,-0.36204955245667,1.74464542267667
170383,1615,0.29010798729,-4.01024258115
170383,1616,0.543152706625,2.627374450325
170383,1617,-0.49198268101916,-1.89845590692966
